gap_id,type,lineage_or_auth_gap_id,risk_tier,classification,priority_rank,recommended_action
nsgap-784b21940555,auth_gap,nsgap-784b21940555,MEDIUM,no_guard,1435,MEDIUM: add authentication guard
nsgap-51fc887d97bf,auth_gap,nsgap-51fc887d97bf,MEDIUM,no_guard,1436,MEDIUM: add authentication guard
nsgap-291f7ad34b72,auth_gap,nsgap-291f7ad34b72,MEDIUM,no_guard,1437,MEDIUM: add authentication guard
nsgap-3af48292f28f,auth_gap,nsgap-3af48292f28f,MEDIUM,no_guard,1438,MEDIUM: add authentication guard
nsgap-b1aef8831013,auth_gap,nsgap-b1aef8831013,MEDIUM,no_guard,1439,MEDIUM: add authentication guard
nsgap-2213bd7ada86,auth_gap,nsgap-2213bd7ada86,MEDIUM,no_guard,1440,MEDIUM: add authentication guard
nsgap-cec77709a385,auth_gap,nsgap-cec77709a385,MEDIUM,no_guard,1441,MEDIUM: add authentication guard
nsgap-f59cba2d99f6,auth_gap,nsgap-f59cba2d99f6,MEDIUM,no_guard,1442,MEDIUM: add authentication guard
nsgap-9c186bc06f50,auth_gap,nsgap-9c186bc06f50,MEDIUM,no_guard,1443,MEDIUM: add authentication guard
nsgap-fa49a19b72c3,auth_gap,nsgap-fa49a19b72c3,MEDIUM,no_guard,1444,MEDIUM: add authentication guard
nsgap-924b79e696a5,auth_gap,nsgap-924b79e696a5,MEDIUM,no_guard,1445,MEDIUM: add authentication guard
nsgap-177f15c02261,auth_gap,nsgap-177f15c02261,MEDIUM,no_guard,1446,MEDIUM: add authentication guard
nsgap-0bf8a608784b,auth_gap,nsgap-0bf8a608784b,MEDIUM,no_guard,1447,MEDIUM: add authentication guard
nsgap-ad55d6cfa3d3,auth_gap,nsgap-ad55d6cfa3d3,MEDIUM,no_guard,1448,MEDIUM: add authentication guard
nsgap-4e08ce42d777,auth_gap,nsgap-4e08ce42d777,MEDIUM,no_guard,1449,MEDIUM: add authentication guard
nsgap-e050a836f572,auth_gap,nsgap-e050a836f572,MEDIUM,no_guard,1450,MEDIUM: add authentication guard
nsgap-310a248dfad8,auth_gap,nsgap-310a248dfad8,MEDIUM,no_guard,1451,MEDIUM: add authentication guard
nsgap-17d95a894b2b,auth_gap,nsgap-17d95a894b2b,MEDIUM,no_guard,1452,MEDIUM: add authentication guard
nsgap-af81540ab2ea,auth_gap,nsgap-af81540ab2ea,MEDIUM,no_guard,1453,MEDIUM: add authentication guard
nsgap-7bddda295c4a,auth_gap,nsgap-7bddda295c4a,MEDIUM,no_guard,1454,MEDIUM: add authentication guard
nsgap-9f18b26c2418,auth_gap,nsgap-9f18b26c2418,MEDIUM,no_guard,1455,MEDIUM: add authentication guard
nsgap-7aaf8360dea4,auth_gap,nsgap-7aaf8360dea4,MEDIUM,no_guard,1456,MEDIUM: add authentication guard
nsgap-6eb0bbaac4ac,auth_gap,nsgap-6eb0bbaac4ac,MEDIUM,no_guard,1457,MEDIUM: add authentication guard
nsgap-efa4edcfb872,auth_gap,nsgap-efa4edcfb872,MEDIUM,no_guard,1458,MEDIUM: add authentication guard
nsgap-73cef32749b6,auth_gap,nsgap-73cef32749b6,MEDIUM,no_guard,1459,MEDIUM: add authentication guard
nsgap-a83d51ebe64d,auth_gap,nsgap-a83d51ebe64d,MEDIUM,no_guard,1460,MEDIUM: add authentication guard
nsgap-d5d330f8d3d4,auth_gap,nsgap-d5d330f8d3d4,MEDIUM,no_guard,1461,MEDIUM: add authentication guard
nsgap-34da89153341,auth_gap,nsgap-34da89153341,MEDIUM,no_guard,1462,MEDIUM: add authentication guard
nsgap-7a6a6fb2c6cd,auth_gap,nsgap-7a6a6fb2c6cd,MEDIUM,no_guard,1463,MEDIUM: add authentication guard
nsgap-a8069ae3c930,auth_gap,nsgap-a8069ae3c930,MEDIUM,no_guard,1464,MEDIUM: add authentication guard
nsgap-a4fcc9786c1a,auth_gap,nsgap-a4fcc9786c1a,MEDIUM,no_guard,1465,MEDIUM: add authentication guard
nsgap-4ef50d684bd4,auth_gap,nsgap-4ef50d684bd4,MEDIUM,no_guard,1466,MEDIUM: add authentication guard
nsgap-e1f2f242904b,auth_gap,nsgap-e1f2f242904b,MEDIUM,no_guard,1467,MEDIUM: add authentication guard
nsgap-3be96c5434bf,auth_gap,nsgap-3be96c5434bf,MEDIUM,no_guard,1468,MEDIUM: add authentication guard
nsgap-860c5104e952,auth_gap,nsgap-860c5104e952,MEDIUM,no_guard,1469,MEDIUM: add authentication guard
nsgap-829bad1e6853,auth_gap,nsgap-829bad1e6853,MEDIUM,no_guard,1470,MEDIUM: add authentication guard
nsgap-13c01e58569e,auth_gap,nsgap-13c01e58569e,MEDIUM,no_guard,1471,MEDIUM: add authentication guard
nsgap-582d0724b56d,auth_gap,nsgap-582d0724b56d,MEDIUM,no_guard,1472,MEDIUM: add authentication guard
nsgap-4b3762e8b2fd,auth_gap,nsgap-4b3762e8b2fd,MEDIUM,no_guard,1473,MEDIUM: add authentication guard
nsgap-1911fb87326a,auth_gap,nsgap-1911fb87326a,MEDIUM,no_guard,1474,MEDIUM: add authentication guard
nsgap-efe239715fc0,auth_gap,nsgap-efe239715fc0,MEDIUM,no_guard,1475,MEDIUM: add authentication guard
nsgap-6f9363252a49,auth_gap,nsgap-6f9363252a49,MEDIUM,no_guard,1476,MEDIUM: add authentication guard
nsgap-82b7ae2731e2,auth_gap,nsgap-82b7ae2731e2,MEDIUM,no_guard,1477,MEDIUM: add authentication guard
nsgap-4e6bbae8ac4d,auth_gap,nsgap-4e6bbae8ac4d,MEDIUM,no_guard,1478,MEDIUM: add authentication guard
nsgap-4a5d6bf9bfdd,auth_gap,nsgap-4a5d6bf9bfdd,MEDIUM,no_guard,1479,MEDIUM: add authentication guard
nsgap-20a3accd83c5,auth_gap,nsgap-20a3accd83c5,MEDIUM,no_guard,1480,MEDIUM: add authentication guard
nsgap-d8dc195abc0f,auth_gap,nsgap-d8dc195abc0f,MEDIUM,no_guard,1481,MEDIUM: add authentication guard
nsgap-0dd9dca905cf,auth_gap,nsgap-0dd9dca905cf,MEDIUM,no_guard,1482,MEDIUM: add authentication guard
nsgap-d49d5ed70dc0,auth_gap,nsgap-d49d5ed70dc0,MEDIUM,no_guard,1483,MEDIUM: add authentication guard
nsgap-eb1b02dda003,auth_gap,nsgap-eb1b02dda003,MEDIUM,no_guard,1484,MEDIUM: add authentication guard
nsgap-71891d352ceb,auth_gap,nsgap-71891d352ceb,MEDIUM,no_guard,1485,MEDIUM: add authentication guard
nsgap-ee3197d68ac9,auth_gap,nsgap-ee3197d68ac9,MEDIUM,no_guard,1486,MEDIUM: add authentication guard
nsgap-044efc99c004,auth_gap,nsgap-044efc99c004,MEDIUM,no_guard,1487,MEDIUM: add authentication guard
nsgap-9b3008c1409a,auth_gap,nsgap-9b3008c1409a,MEDIUM,no_guard,1488,MEDIUM: add authentication guard
nsgap-444eaa0b0423,auth_gap,nsgap-444eaa0b0423,MEDIUM,no_guard,1489,MEDIUM: add authentication guard
nsgap-e00d47663640,auth_gap,nsgap-e00d47663640,MEDIUM,no_guard,1490,MEDIUM: add authentication guard
nsgap-f99a8cab77f3,auth_gap,nsgap-f99a8cab77f3,MEDIUM,no_guard,1491,MEDIUM: add authentication guard
nsgap-4da2e0d40624,auth_gap,nsgap-4da2e0d40624,MEDIUM,no_guard,1492,MEDIUM: add authentication guard
nsgap-be0bbbf6fedc,auth_gap,nsgap-be0bbbf6fedc,MEDIUM,no_guard,1493,MEDIUM: add authentication guard
nsgap-121a7425b29a,auth_gap,nsgap-121a7425b29a,MEDIUM,no_guard,1494,MEDIUM: add authentication guard
nsgap-1a88203f3430,auth_gap,nsgap-1a88203f3430,MEDIUM,no_guard,1495,MEDIUM: add authentication guard
nsgap-84917fdced4e,auth_gap,nsgap-84917fdced4e,MEDIUM,no_guard,1496,MEDIUM: add authentication guard
nsgap-49d7ddf0ac3f,auth_gap,nsgap-49d7ddf0ac3f,MEDIUM,no_guard,1497,MEDIUM: add authentication guard
nsgap-66ec023f3fef,auth_gap,nsgap-66ec023f3fef,MEDIUM,no_guard,1498,MEDIUM: add authentication guard
nsgap-1642649eceea,auth_gap,nsgap-1642649eceea,MEDIUM,no_guard,1499,MEDIUM: add authentication guard
nsgap-1ac0371bbb29,auth_gap,nsgap-1ac0371bbb29,MEDIUM,no_guard,1500,MEDIUM: add authentication guard
nsgap-8daf145b119a,auth_gap,nsgap-8daf145b119a,MEDIUM,no_guard,1501,MEDIUM: add authentication guard
nsgap-3c86d71bc915,auth_gap,nsgap-3c86d71bc915,MEDIUM,no_guard,1502,MEDIUM: add authentication guard
nsgap-9e9dd0b619b7,auth_gap,nsgap-9e9dd0b619b7,MEDIUM,no_guard,1503,MEDIUM: add authentication guard
nsgap-a60c3d394a18,auth_gap,nsgap-a60c3d394a18,MEDIUM,no_guard,1504,MEDIUM: add authentication guard
nsgap-79994f63afd9,auth_gap,nsgap-79994f63afd9,MEDIUM,no_guard,1505,MEDIUM: add authentication guard
nsgap-7db8d8acf1a5,auth_gap,nsgap-7db8d8acf1a5,MEDIUM,no_guard,1506,MEDIUM: add authentication guard
nsgap-5e7f792041c6,auth_gap,nsgap-5e7f792041c6,MEDIUM,no_guard,1507,MEDIUM: add authentication guard
nsgap-fcded1f7d4bf,auth_gap,nsgap-fcded1f7d4bf,MEDIUM,no_guard,1508,MEDIUM: add authentication guard
nsgap-580790bd643b,auth_gap,nsgap-580790bd643b,MEDIUM,no_guard,1509,MEDIUM: add authentication guard
nsgap-130a6a7f8f0b,auth_gap,nsgap-130a6a7f8f0b,MEDIUM,no_guard,1510,MEDIUM: add authentication guard
nsgap-da671a71fd79,auth_gap,nsgap-da671a71fd79,MEDIUM,no_guard,1511,MEDIUM: add authentication guard
nsgap-714f414fe865,auth_gap,nsgap-714f414fe865,MEDIUM,no_guard,1512,MEDIUM: add authentication guard
nsgap-fa129a4ee7e4,auth_gap,nsgap-fa129a4ee7e4,MEDIUM,no_guard,1513,MEDIUM: add authentication guard
nsgap-10cb807d7040,auth_gap,nsgap-10cb807d7040,MEDIUM,no_guard,1514,MEDIUM: add authentication guard
nsgap-4350fd21e274,auth_gap,nsgap-4350fd21e274,MEDIUM,no_guard,1515,MEDIUM: add authentication guard
nsgap-3dbe1d6a6fef,auth_gap,nsgap-3dbe1d6a6fef,MEDIUM,no_guard,1516,MEDIUM: add authentication guard
nsgap-12ad72d27d64,auth_gap,nsgap-12ad72d27d64,MEDIUM,no_guard,1517,MEDIUM: add authentication guard
nsgap-d86daac451e1,auth_gap,nsgap-d86daac451e1,MEDIUM,no_guard,1518,MEDIUM: add authentication guard
nsgap-5ca874739d9b,auth_gap,nsgap-5ca874739d9b,MEDIUM,no_guard,1519,MEDIUM: add authentication guard
nsgap-22aba7f94660,auth_gap,nsgap-22aba7f94660,MEDIUM,no_guard,1520,MEDIUM: add authentication guard
nsgap-4548cb800001,auth_gap,nsgap-4548cb800001,MEDIUM,no_guard,1521,MEDIUM: add authentication guard
nsgap-605afc5754c1,auth_gap,nsgap-605afc5754c1,MEDIUM,no_guard,1522,MEDIUM: add authentication guard
nsgap-a3c6e2522259,auth_gap,nsgap-a3c6e2522259,MEDIUM,no_guard,1523,MEDIUM: add authentication guard
nsgap-7f21847ff97d,auth_gap,nsgap-7f21847ff97d,MEDIUM,no_guard,1524,MEDIUM: add authentication guard
nsgap-d6f25bec303d,auth_gap,nsgap-d6f25bec303d,MEDIUM,no_guard,1525,MEDIUM: add authentication guard
nsgap-67a78e5f65c9,auth_gap,nsgap-67a78e5f65c9,MEDIUM,no_guard,1526,MEDIUM: add authentication guard
nsgap-1fd859c8fe20,auth_gap,nsgap-1fd859c8fe20,MEDIUM,no_guard,1527,MEDIUM: add authentication guard
nsgap-a4b679756a51,auth_gap,nsgap-a4b679756a51,MEDIUM,no_guard,1528,MEDIUM: add authentication guard
nsgap-c15bcb38a434,auth_gap,nsgap-c15bcb38a434,MEDIUM,no_guard,1529,MEDIUM: add authentication guard
nsgap-c7d5fcfd67f8,auth_gap,nsgap-c7d5fcfd67f8,MEDIUM,no_guard,1530,MEDIUM: add authentication guard
nsgap-4ce5ba108d19,auth_gap,nsgap-4ce5ba108d19,MEDIUM,no_guard,1531,MEDIUM: add authentication guard
nsgap-e787d9275037,auth_gap,nsgap-e787d9275037,MEDIUM,no_guard,1532,MEDIUM: add authentication guard
nsgap-1477ee5b97ec,auth_gap,nsgap-1477ee5b97ec,MEDIUM,no_guard,1533,MEDIUM: add authentication guard
nsgap-916fb8eda512,auth_gap,nsgap-916fb8eda512,MEDIUM,no_guard,1534,MEDIUM: add authentication guard
nsgap-22c464951191,auth_gap,nsgap-22c464951191,MEDIUM,no_guard,1535,MEDIUM: add authentication guard
nsgap-d1bed271f293,auth_gap,nsgap-d1bed271f293,MEDIUM,no_guard,1536,MEDIUM: add authentication guard
nsgap-71025a5ef483,auth_gap,nsgap-71025a5ef483,MEDIUM,no_guard,1537,MEDIUM: add authentication guard
nsgap-d5e9df003ff4,auth_gap,nsgap-d5e9df003ff4,MEDIUM,no_guard,1538,MEDIUM: add authentication guard
nsgap-6cc649ad65fd,auth_gap,nsgap-6cc649ad65fd,MEDIUM,no_guard,1539,MEDIUM: add authentication guard
nsgap-009c85622867,auth_gap,nsgap-009c85622867,MEDIUM,no_guard,1540,MEDIUM: add authentication guard
nsgap-5b4622cdcbd8,auth_gap,nsgap-5b4622cdcbd8,MEDIUM,no_guard,1541,MEDIUM: add authentication guard
nsgap-40f155e0824e,auth_gap,nsgap-40f155e0824e,MEDIUM,no_guard,1542,MEDIUM: add authentication guard
nsgap-0f7ccbafbc8e,auth_gap,nsgap-0f7ccbafbc8e,MEDIUM,no_guard,1543,MEDIUM: add authentication guard
nsgap-f8416cf85752,auth_gap,nsgap-f8416cf85752,MEDIUM,no_guard,1544,MEDIUM: add authentication guard
nsgap-69792089684a,auth_gap,nsgap-69792089684a,MEDIUM,no_guard,1545,MEDIUM: add authentication guard
nsgap-09bc0c28f79f,auth_gap,nsgap-09bc0c28f79f,MEDIUM,no_guard,1546,MEDIUM: add authentication guard
nsgap-3bbb019a41db,auth_gap,nsgap-3bbb019a41db,MEDIUM,no_guard,1547,MEDIUM: add authentication guard
nsgap-ff0ac7440229,auth_gap,nsgap-ff0ac7440229,MEDIUM,no_guard,1548,MEDIUM: add authentication guard
nsgap-0afef472ae2e,auth_gap,nsgap-0afef472ae2e,MEDIUM,no_guard,1549,MEDIUM: add authentication guard
nsgap-8ade14ee85a7,auth_gap,nsgap-8ade14ee85a7,MEDIUM,no_guard,1550,MEDIUM: add authentication guard
nsgap-f5b0c632e5d3,auth_gap,nsgap-f5b0c632e5d3,MEDIUM,no_guard,1551,MEDIUM: add authentication guard
nsgap-aa6d709b7174,auth_gap,nsgap-aa6d709b7174,MEDIUM,no_guard,1552,MEDIUM: add authentication guard
nsgap-ced265702178,auth_gap,nsgap-ced265702178,MEDIUM,no_guard,1553,MEDIUM: add authentication guard
nsgap-c89d1c6952c6,auth_gap,nsgap-c89d1c6952c6,MEDIUM,no_guard,1554,MEDIUM: add authentication guard
nsgap-aab6bcf23256,auth_gap,nsgap-aab6bcf23256,MEDIUM,no_guard,1555,MEDIUM: add authentication guard
nsgap-a24e2394024a,auth_gap,nsgap-a24e2394024a,MEDIUM,no_guard,1556,MEDIUM: add authentication guard
nsgap-ad780d4737b2,auth_gap,nsgap-ad780d4737b2,MEDIUM,no_guard,1557,MEDIUM: add authentication guard
nsgap-25bcfa6497bb,auth_gap,nsgap-25bcfa6497bb,MEDIUM,no_guard,1558,MEDIUM: add authentication guard
nsgap-6407e1da2589,auth_gap,nsgap-6407e1da2589,MEDIUM,no_guard,1559,MEDIUM: add authentication guard
nsgap-78177e1687f5,auth_gap,nsgap-78177e1687f5,MEDIUM,no_guard,1560,MEDIUM: add authentication guard
nsgap-6a081d945d0d,auth_gap,nsgap-6a081d945d0d,MEDIUM,no_guard,1561,MEDIUM: add authentication guard
nsgap-a3e4c7fdf454,auth_gap,nsgap-a3e4c7fdf454,MEDIUM,no_guard,1562,MEDIUM: add authentication guard
nsgap-ea6e819f3781,auth_gap,nsgap-ea6e819f3781,MEDIUM,no_guard,1563,MEDIUM: add authentication guard
nsgap-09e5b23b3663,auth_gap,nsgap-09e5b23b3663,MEDIUM,no_guard,1564,MEDIUM: add authentication guard
nsgap-3dc6519ce3f0,auth_gap,nsgap-3dc6519ce3f0,MEDIUM,no_guard,1565,MEDIUM: add authentication guard
nsgap-d266a7d7116e,auth_gap,nsgap-d266a7d7116e,MEDIUM,no_guard,1566,MEDIUM: add authentication guard
nsgap-6e710e5928bf,auth_gap,nsgap-6e710e5928bf,MEDIUM,no_guard,1567,MEDIUM: add authentication guard
nsgap-d1407ce06e20,auth_gap,nsgap-d1407ce06e20,MEDIUM,no_guard,1568,MEDIUM: add authentication guard
nsgap-3f58753153df,auth_gap,nsgap-3f58753153df,MEDIUM,no_guard,1569,MEDIUM: add authentication guard
nsgap-e1ab25783537,auth_gap,nsgap-e1ab25783537,MEDIUM,no_guard,1570,MEDIUM: add authentication guard
nsgap-35ed072cb524,auth_gap,nsgap-35ed072cb524,MEDIUM,no_guard,1571,MEDIUM: add authentication guard
nsgap-f549a36978e5,auth_gap,nsgap-f549a36978e5,MEDIUM,no_guard,1572,MEDIUM: add authentication guard
nsgap-2ca744f4a0ac,auth_gap,nsgap-2ca744f4a0ac,MEDIUM,no_guard,1573,MEDIUM: add authentication guard
nsgap-813ccad19f30,auth_gap,nsgap-813ccad19f30,MEDIUM,no_guard,1574,MEDIUM: add authentication guard
nsgap-ced0dd7a9037,auth_gap,nsgap-ced0dd7a9037,MEDIUM,no_guard,1575,MEDIUM: add authentication guard
nsgap-c710546c4f29,auth_gap,nsgap-c710546c4f29,MEDIUM,no_guard,1576,MEDIUM: add authentication guard
nsgap-0fa5feb97ef6,auth_gap,nsgap-0fa5feb97ef6,MEDIUM,no_guard,1577,MEDIUM: add authentication guard
nsgap-fe1786937dde,auth_gap,nsgap-fe1786937dde,MEDIUM,no_guard,1578,MEDIUM: add authentication guard
nsgap-3739d61fefd7,auth_gap,nsgap-3739d61fefd7,MEDIUM,no_guard,1579,MEDIUM: add authentication guard
nsgap-212116e01138,auth_gap,nsgap-212116e01138,MEDIUM,no_guard,1580,MEDIUM: add authentication guard
nsgap-95a4a5669563,auth_gap,nsgap-95a4a5669563,MEDIUM,no_guard,1581,MEDIUM: add authentication guard
nsgap-550eed1157f9,auth_gap,nsgap-550eed1157f9,MEDIUM,no_guard,1582,MEDIUM: add authentication guard
nsgap-5b76d4f9cda9,auth_gap,nsgap-5b76d4f9cda9,MEDIUM,no_guard,1583,MEDIUM: add authentication guard
nsgap-e01eb01aff56,auth_gap,nsgap-e01eb01aff56,MEDIUM,no_guard,1584,MEDIUM: add authentication guard
nsgap-6b5e2d995cc1,auth_gap,nsgap-6b5e2d995cc1,MEDIUM,no_guard,1585,MEDIUM: add authentication guard
nsgap-1de831dc7908,auth_gap,nsgap-1de831dc7908,MEDIUM,no_guard,1586,MEDIUM: add authentication guard
nsgap-e6b71a21b3fe,auth_gap,nsgap-e6b71a21b3fe,MEDIUM,no_guard,1587,MEDIUM: add authentication guard
nsgap-5fe5fb6f3bfe,auth_gap,nsgap-5fe5fb6f3bfe,MEDIUM,no_guard,1588,MEDIUM: add authentication guard
nsgap-ed48f34d5ce1,auth_gap,nsgap-ed48f34d5ce1,MEDIUM,no_guard,1589,MEDIUM: add authentication guard
nsgap-e2d0f06c957c,auth_gap,nsgap-e2d0f06c957c,MEDIUM,no_guard,1590,MEDIUM: add authentication guard
nsgap-cf1b5466d50b,auth_gap,nsgap-cf1b5466d50b,MEDIUM,no_guard,1591,MEDIUM: add authentication guard
nsgap-1560df76b7dd,auth_gap,nsgap-1560df76b7dd,MEDIUM,no_guard,1592,MEDIUM: add authentication guard
nsgap-311f774995d4,auth_gap,nsgap-311f774995d4,MEDIUM,no_guard,1593,MEDIUM: add authentication guard
nsgap-a6ebbaac9b6b,auth_gap,nsgap-a6ebbaac9b6b,MEDIUM,no_guard,1594,MEDIUM: add authentication guard
nsgap-6e294044b6b1,auth_gap,nsgap-6e294044b6b1,MEDIUM,no_guard,1595,MEDIUM: add authentication guard
nsgap-dddf55b1d20e,auth_gap,nsgap-dddf55b1d20e,MEDIUM,no_guard,1596,MEDIUM: add authentication guard
nsgap-54ab139badc0,auth_gap,nsgap-54ab139badc0,MEDIUM,no_guard,1597,MEDIUM: add authentication guard
nsgap-6cfba094d9a1,auth_gap,nsgap-6cfba094d9a1,MEDIUM,no_guard,1598,MEDIUM: add authentication guard
nsgap-75195dc4fd57,auth_gap,nsgap-75195dc4fd57,MEDIUM,no_guard,1599,MEDIUM: add authentication guard
nsgap-b5dd771d2d06,auth_gap,nsgap-b5dd771d2d06,MEDIUM,no_guard,1600,MEDIUM: add authentication guard
nsgap-33db024e6c1a,auth_gap,nsgap-33db024e6c1a,MEDIUM,no_guard,1601,MEDIUM: add authentication guard
nsgap-73f708b1c42d,auth_gap,nsgap-73f708b1c42d,MEDIUM,no_guard,1602,MEDIUM: add authentication guard
nsgap-c96ef77f1bd4,auth_gap,nsgap-c96ef77f1bd4,MEDIUM,no_guard,1603,MEDIUM: add authentication guard
nsgap-a4dddb76d8d6,auth_gap,nsgap-a4dddb76d8d6,MEDIUM,no_guard,1604,MEDIUM: add authentication guard
nsgap-b3976657e794,auth_gap,nsgap-b3976657e794,MEDIUM,no_guard,1605,MEDIUM: add authentication guard
nsgap-d1ae209fcfd4,auth_gap,nsgap-d1ae209fcfd4,MEDIUM,no_guard,1606,MEDIUM: add authentication guard
nsgap-553d4592a861,auth_gap,nsgap-553d4592a861,MEDIUM,no_guard,1607,MEDIUM: add authentication guard
nsgap-01ef22f48a1f,auth_gap,nsgap-01ef22f48a1f,MEDIUM,no_guard,1608,MEDIUM: add authentication guard
nsgap-986af77d2c4e,auth_gap,nsgap-986af77d2c4e,MEDIUM,no_guard,1609,MEDIUM: add authentication guard
nsgap-c75aa76ae841,auth_gap,nsgap-c75aa76ae841,MEDIUM,no_guard,1610,MEDIUM: add authentication guard
nsgap-e7346b639e9f,auth_gap,nsgap-e7346b639e9f,MEDIUM,no_guard,1611,MEDIUM: add authentication guard
nsgap-52168de678cc,auth_gap,nsgap-52168de678cc,MEDIUM,no_guard,1612,MEDIUM: add authentication guard
nsgap-eeb31ae17e79,auth_gap,nsgap-eeb31ae17e79,MEDIUM,no_guard,1613,MEDIUM: add authentication guard
nsgap-fa43e601ebaa,auth_gap,nsgap-fa43e601ebaa,MEDIUM,no_guard,1614,MEDIUM: add authentication guard
nsgap-663236bfad92,auth_gap,nsgap-663236bfad92,MEDIUM,no_guard,1615,MEDIUM: add authentication guard
nsgap-e124d8a1e720,auth_gap,nsgap-e124d8a1e720,MEDIUM,no_guard,1616,MEDIUM: add authentication guard
nsgap-f4b4f61d31b5,auth_gap,nsgap-f4b4f61d31b5,MEDIUM,no_guard,1617,MEDIUM: add authentication guard
nsgap-2891b88d6276,auth_gap,nsgap-2891b88d6276,MEDIUM,no_guard,1618,MEDIUM: add authentication guard
nsgap-ca148eafe87d,auth_gap,nsgap-ca148eafe87d,MEDIUM,no_guard,1619,MEDIUM: add authentication guard
nsgap-58eafdfbfd9b,auth_gap,nsgap-58eafdfbfd9b,MEDIUM,no_guard,1620,MEDIUM: add authentication guard
nsgap-b38c3e483ac0,auth_gap,nsgap-b38c3e483ac0,MEDIUM,no_guard,1621,MEDIUM: add authentication guard
nsgap-c031db43dd03,auth_gap,nsgap-c031db43dd03,MEDIUM,no_guard,1622,MEDIUM: add authentication guard
nsgap-574207f47fdd,auth_gap,nsgap-574207f47fdd,MEDIUM,no_guard,1623,MEDIUM: add authentication guard
nsgap-994cf299767c,auth_gap,nsgap-994cf299767c,MEDIUM,no_guard,1624,MEDIUM: add authentication guard
nsgap-b050fc7dfe32,auth_gap,nsgap-b050fc7dfe32,MEDIUM,no_guard,1625,MEDIUM: add authentication guard
nsgap-b1af07c6b276,auth_gap,nsgap-b1af07c6b276,MEDIUM,no_guard,1626,MEDIUM: add authentication guard
nsgap-309c007b0a61,auth_gap,nsgap-309c007b0a61,MEDIUM,no_guard,1627,MEDIUM: add authentication guard
nsgap-b6cb9a804951,auth_gap,nsgap-b6cb9a804951,MEDIUM,no_guard,1628,MEDIUM: add authentication guard
nsgap-9a534c7e1b33,auth_gap,nsgap-9a534c7e1b33,MEDIUM,no_guard,1629,MEDIUM: add authentication guard
nsgap-62bd1dc76f82,auth_gap,nsgap-62bd1dc76f82,MEDIUM,no_guard,1630,MEDIUM: add authentication guard
nsgap-c5eb08a3a932,auth_gap,nsgap-c5eb08a3a932,MEDIUM,no_guard,1631,MEDIUM: add authentication guard
nsgap-9783827b6063,auth_gap,nsgap-9783827b6063,MEDIUM,no_guard,1632,MEDIUM: add authentication guard
nsgap-00e931a9f689,auth_gap,nsgap-00e931a9f689,MEDIUM,no_guard,1633,MEDIUM: add authentication guard
nsgap-b77551e9ec83,auth_gap,nsgap-b77551e9ec83,MEDIUM,no_guard,1634,MEDIUM: add authentication guard
nsgap-ffa4ac2aca22,auth_gap,nsgap-ffa4ac2aca22,MEDIUM,no_guard,1635,MEDIUM: add authentication guard
nsgap-0816de9508be,auth_gap,nsgap-0816de9508be,MEDIUM,no_guard,1636,MEDIUM: add authentication guard
nsgap-8f534445d3d0,auth_gap,nsgap-8f534445d3d0,MEDIUM,no_guard,1637,MEDIUM: add authentication guard
nsgap-17fe6305a49e,auth_gap,nsgap-17fe6305a49e,MEDIUM,no_guard,1638,MEDIUM: add authentication guard
nsgap-8632d349c5f7,auth_gap,nsgap-8632d349c5f7,MEDIUM,no_guard,1639,MEDIUM: add authentication guard
nsgap-8aac9575d3b4,auth_gap,nsgap-8aac9575d3b4,MEDIUM,no_guard,1640,MEDIUM: add authentication guard
nsgap-d2cf97683ae9,auth_gap,nsgap-d2cf97683ae9,MEDIUM,no_guard,1641,MEDIUM: add authentication guard
nsgap-010fb79f9040,auth_gap,nsgap-010fb79f9040,MEDIUM,no_guard,1642,MEDIUM: add authentication guard
nsgap-e028bb968038,auth_gap,nsgap-e028bb968038,MEDIUM,no_guard,1643,MEDIUM: add authentication guard
nsgap-7c90493e24f5,auth_gap,nsgap-7c90493e24f5,MEDIUM,no_guard,1644,MEDIUM: add authentication guard
nsgap-7ddedaa21e12,auth_gap,nsgap-7ddedaa21e12,MEDIUM,no_guard,1645,MEDIUM: add authentication guard
nsgap-8c1b88f823e6,auth_gap,nsgap-8c1b88f823e6,MEDIUM,no_guard,1646,MEDIUM: add authentication guard
nsgap-75d089ffba9c,auth_gap,nsgap-75d089ffba9c,MEDIUM,no_guard,1647,MEDIUM: add authentication guard
nsgap-f25d7d84bb06,auth_gap,nsgap-f25d7d84bb06,MEDIUM,no_guard,1648,MEDIUM: add authentication guard
nsgap-a000b5d1ee77,auth_gap,nsgap-a000b5d1ee77,MEDIUM,no_guard,1649,MEDIUM: add authentication guard
nsgap-e7df10481e76,auth_gap,nsgap-e7df10481e76,MEDIUM,no_guard,1650,MEDIUM: add authentication guard
nsgap-34f454350ec9,auth_gap,nsgap-34f454350ec9,MEDIUM,no_guard,1651,MEDIUM: add authentication guard
nsgap-799b9a48155e,auth_gap,nsgap-799b9a48155e,MEDIUM,no_guard,1652,MEDIUM: add authentication guard
nsgap-d7d98af26fd5,auth_gap,nsgap-d7d98af26fd5,MEDIUM,no_guard,1653,MEDIUM: add authentication guard
nsgap-163c75fe1e56,auth_gap,nsgap-163c75fe1e56,MEDIUM,no_guard,1654,MEDIUM: add authentication guard
